About,Rating,Company,Reviews,Salaries,Interviews,Jobs,Benefits,Photos
Aviation | New Delhi +104 other locations,3300.0,InterGlobe Aviation,3300.0,13700.0,382.0,26.0,325.0,5.0
Engineering & Construction | Mumbai +319 other locations,5000.0,KEC International,5000.0,13700.0,433.0,22.0,463.0,54.0
Internet | New Delhi +254 other locations,4500.0,Lenskart,4500.0,13600.0,485.0,191.0,224.0,24.0
Hospitality | Gurugram +121 other locations,3900.0,Oyo Rooms,3900.0,13600.0,261.0,165.0,401.0,14.0
IT Services & Consulting | Mumbai +30 other locations,1800.0,SS&C TECHNOLOGIES,1800.0,13500.0,201.0,170.0,198.0,12.0
Industrial Machinery | Pune +261 other locations,4300.0,Thermax Limited,4300.0,13500.0,355.0,41.0,390.0,24.0
Financial Services | Chennai +872 other locations,6800.0,Cholamandalam Investment & Finance,6800.0,13500.0,306.0,62.0,316.0,41.0
IT Services & Consulting | Chennai +32 other locations,1900.0,HTC Global Services,1900.0,13400.0,169.0,4.0,110.0,
Financial Services | Mumbai +170 other locations,4500.0,Motilal Oswal Financial Services,4500.0,13400.0,559.0,61.0,181.0,90.0
Software Product | Bengaluru +22 other locations,1400.0,Adobe,1400.0,13400.0,275.0,165.0,156.0,3.0
Banking | Hyderabad +181 other locations,2600.0,DBS Bank,2600.0,13400.0,204.0,324.0,199.0,11.0
Building Material | Bharuch +263 other locations,4000.0,Grasim Industries,4000.0,13400.0,296.0,5.0,283.0,11.0
IT Services & Consulting | Bengaluru +28 other locations,2400.0,Capgemini Engineering,2400.0,13300.0,404.0,,142.0,4.0
NBFC | Bengaluru +798 other locations,6500.0,Muthoot Finance,6500.0,13300.0,369.0,153.0,345.0,12.0
BPO | Bengaluru +29 other locations,3300.0,Sagility,3300.0,13200.0,258.0,72.0,70.0,85.0
IT Services & Consulting | Bengaluru +32 other locations,2200.0,NTT DATA Business Solutions,2200.0,13200.0,287.0,28.0,31.0,59.0
Fashion & Textile | Bengaluru +293 other locations,4700.0,Aditya Birla Fashion and Retail,4700.0,13200.0,273.0,61.0,398.0,14.0
Defence & Aerospace | Bengaluru +58 other locations,2700.0,Tata Advanced Systems,2700.0,13100.0,193.0,5.0,145.0,6.0
Auto Components | Nagpur +143 other locations,3400.0,Ceat Tyres,3400.0,13100.0,217.0,47.0,354.0,8.0
Auto Components | Chennai +195 other locations,3600.0,MRF Tyres,3600.0,13100.0,390.0,81.0,351.0,9.0
Metals & Mining | Sambalpur +132 other locations,4200.0,Hindalco Industries,4200.0,13100.0,320.0,10.0,343.0,12.0
Analytics & KPO | Bengaluru +17 other locations,1500.0,Acuity Analytics,1500.0,13100.0,181.0,207.0,83.0,12.0
FinTech | Pune +16 other locations,1000.0,MasterCard,1000.0,13100.0,172.0,299.0,106.0,
Electronics Manufacturing | Bengaluru +87 other locations,3700.0,Bharat Electronics,3700.0,12900.0,254.0,,316.0,1.0
Semiconductors | Hosur +61 other locations,3100.0,Tata Electronics,3100.0,12900.0,291.0,138.0,83.0,6.0
Consumer Electronics & Appliances | Noida +415 other locations,4900.0,vivo,4900.0,12900.0,248.0,15.0,648.0,3.0
Logistics | Mumbai +233 other locations,4600.0,Mahindra Logistics,4600.0,12900.0,254.0,142.0,453.0,24.0
Engineering & Construction | Hyderabad +300 other locations,5300.0,Nagarjuna Construction Company,5300.0,12900.0,463.0,14.0,426.0,12.0
BPO | Chennai +18 other locations,2400.0,Statestreet HCL Services,2400.0,12800.0,221.0,,202.0,
Clinical Research | Bengaluru +22 other locations,2400.0,Syngene International,2400.0,12800.0,191.0,4.0,222.0,16.0
IT Services & Consulting | Bengaluru +17 other locations,1500.0,Happiest Minds Technologies,1500.0,12800.0,154.0,577.0,98.0,16.0
Iron & Steel | Surat +88 other locations,3600.0,ArcelorMittal Nippon Steel India,3600.0,12800.0,286.0,9.0,127.0,6.0
Auto Components | Noida +87 other locations,3900.0,Subros,3900.0,12800.0,227.0,4.0,390.0,11.0
IT Services & Consulting | Bengaluru +15 other locations,1500.0,Altimetrik,1500.0,12600.0,269.0,257.0,112.0,10.0
Insurance | Mumbai +259 other locations,3700.0,Kotak Mahindra Life Insurance Company,3700.0,12600.0,265.0,278.0,269.0,6.0
BPO | Pune +32 other locations,2700.0,Capita,2700.0,12600.0,169.0,32.0,332.0,3.0
Industrial Automation | Pune +78 other locations,2000.0,Honeywell Automation,2000.0,12600.0,138.0,,164.0,
Beverage | New Delhi +383 other locations,4900.0,Varun Beverages,4900.0,12500.0,358.0,69.0,332.0,32.0
NBFC | Mumbai +435 other locations,6200.0,Piramal Finance,6200.0,12500.0,304.0,646.0,403.0,52.0
NBFC | Mumbai +741 other locations,5700.0,Mahindra Finance,5700.0,12400.0,227.0,128.0,526.0,12.0
Pharma | Mumbai +191 other locations,3800.0,Glenmark Pharmaceuticals,3800.0,12400.0,191.0,425.0,329.0,1.0
Insurance | Pune +17 other locations,2200.0,Allstate,2200.0,12400.0,157.0,20.0,189.0,6.0
NBFC | Mumbai +658 other locations,4700.0,L&T Finance,4700.0,12400.0,230.0,,267.0,34.0
Insurance | Mumbai +328 other locations,4100.0,HDFC ERGO General Insurance,4100.0,12300.0,208.0,1.0,281.0,7.0
Pharma | Mumbai +215 other locations,3700.0,Abbott,3700.0,12300.0,187.0,235.0,370.0,8.0
Chemicals | Mumbai +322 other locations,4000.0,Pidilite Industries,4000.0,12200.0,274.0,15.0,369.0,5.0
Software Product | Bengaluru +14 other locations,1300.0,OpenText Technologies,1300.0,12200.0,197.0,15.0,90.0,3.0
IT Services & Consulting | Mumbai +23 other locations,1700.0,Clover Infotech,1700.0,12100.0,144.0,171.0,100.0,32.0
Telecom | Hyderabad +12 other locations,1900.0,Verizon,1900.0,12100.0,136.0,2.0,203.0,5.0
Building Material | Mumbai +104 other locations,2200.0,Saint-Gobain,2200.0,12100.0,217.0,127.0,253.0,9.0
Telecom | Gurugram +26 other locations,2600.0,BT Group,2600.0,12000.0,233.0,19.0,276.0,24.0
IT Services & Consulting | Bengaluru +17 other locations,1500.0,Sonata Software,1500.0,12000.0,143.0,84.0,87.0,
Auto Components | Noida +94 other locations,3600.0,Samvardhana Motherson Group,3600.0,12000.0,263.0,38.0,410.0,11.0
Electronics Manufacturing | Chennai +64 other locations,2800.0,Foxconn,2800.0,11900.0,245.0,70.0,186.0,3.0
Insurance | Mumbai +661 other locations,5200.0,SBI Life Insurance Company,5200.0,11900.0,320.0,8.0,344.0,18.0
Iron & Steel | Jajpur +77 other locations,3200.0,Jindal Stainless,3200.0,11900.0,334.0,159.0,209.0,12.0
Banking | Mumbai +632 other locations,5000.0,State Bank of India,5000.0,11800.0,328.0,1.0,421.0,5.0
Insurance | Mumbai +263 other locations,3300.0,Tata AIG,3300.0,11800.0,200.0,46.0,254.0,6.0
IT Services & Consulting | Noida +32 other locations,2400.0,Newgen Software Technologies,2400.0,11800.0,209.0,35.0,149.0,8.0
Consumer Electronics & Appliances | Greater Noida +411 other locations,4500.0,OPPO,4500.0,11800.0,260.0,7.0,610.0,10.0
BPO | Mumbai +32 other locations,3000.0,IKS Health,3000.0,11700.0,273.0,12.0,238.0,72.0
IT Services & Consulting | Mumbai +38 other locations,2500.0,Datamatics Global Services,2500.0,11700.0,185.0,46.0,186.0,5.0
Hospitality | Bengaluru +36 other locations,3500.0,[24]7.ai,3500.0,11700.0,195.0,60.0,414.0,10.0
Auto Components | Pune +112 other locations,3700.0,UNO Minda,3700.0,11700.0,268.0,46.0,305.0,6.0
Pharma | Mumbai +164 other locations,3700.0,Ipca Laboratories,3700.0,11700.0,218.0,60.0,254.0,4.0
Accounting & Auditing | Bengaluru +59 other locations,1300.0,Grant Thornton,1300.0,11700.0,120.0,258.0,86.0,
IT Services & Consulting | Pune +23 other locations,2300.0,Xoriant,2300.0,11600.0,236.0,30.0,413.0,48.0
Biotechnology | Bengaluru +66 other locations,2500.0,Biocon Limited,2500.0,11600.0,189.0,29.0,8.0,1.0
IT Services & Consulting | Mumbai +22 other locations,1500.0,QualityKiosk Technologies,1500.0,11600.0,166.0,254.0,101.0,
Power | Ahmedabad +201 other locations,2500.0,Adani Group,2500.0,11600.0,314.0,660.0,115.0,8.0
Banking | Varanasi +425 other locations,4800.0,Utkarsh Small Finance Bank,4800.0,11500.0,324.0,63.0,292.0,53.0
Industrial Machinery | Chennai +43 other locations,1700.0,Caterpillar Inc,1700.0,11400.0,210.0,266.0,139.0,7.0
Analytics & KPO | Bengaluru +19 other locations,1100.0,Fractal Analytics,1100.0,11400.0,232.0,272.0,110.0,14.0
BPO | Mumbai +26 other locations,3300.0,GeBBS Healthcare Solutions,3300.0,11400.0,189.0,79.0,299.0,11.0
Industrial Automation | Bengaluru +18 other locations,1500.0,Honeywell Technology Solutions,1500.0,11400.0,165.0,,207.0,
Financial Services | Hyderabad +113 other locations,2700.0,KFintech,2700.0,11400.0,181.0,26.0,55.0,2.0
Consumer Electronics & Appliances | Pune +301 other locations,4200.0,LG Electronics,4200.0,11300.0,269.0,12.0,411.0,18.0
IT Services & Consulting | Bengaluru +18 other locations,1400.0,TEKsystems,1400.0,11300.0,139.0,14.0,82.0,2.0
Medical Equipment | Bengaluru +97 other locations,1900.0,Philips,1900.0,11300.0,180.0,122.0,182.0,10.0
Internet | Noida +70 other locations,2400.0,Info Edge,2400.0,11300.0,385.0,348.0,305.0,28.0
Agro Chemicals | Ankleshwar +185 other locations,3200.0,UPL,3200.0,11200.0,225.0,55.0,301.0,2.0
Financial Services | Bengaluru +11 other locations,1200.0,London Stock Exchange Group,1200.0,11200.0,160.0,3.0,56.0,
Emerging Technologies | Bengaluru +23 other locations,1400.0,Tenarai,1400.0,11200.0,138.0,82.0,124.0,177.0
Auto Components | Pune +80 other locations,3300.0,Tata AutoComp Systems,3300.0,11200.0,221.0,98.0,185.0,5.0
NBFC | Mumbai +610 other locations,6100.0,SMFG India Credit,6100.0,11200.0,217.0,137.0,366.0,22.0
Automobile | Gurugram +301 other locations,3500.0,Honda Motorcycle & Scooter,3500.0,11200.0,211.0,,352.0,9.0
Internet | Bengaluru +46 other locations,2600.0,NoBroker,2600.0,11100.0,288.0,349.0,362.0,25.0
FinTech | Hyderabad +15 other locations,1600.0,Broadridge Financial Solutions,1600.0,11100.0,164.0,51.0,142.0,8.0
Analytics & KPO | Chennai +55 other locations,1700.0,NielsenIQ,1700.0,11100.0,238.0,8.0,62.0,6.0
IT Services & Consulting | Mumbai +26 other locations,1900.0,NeoSOFT,1900.0,11000.0,305.0,52.0,103.0,39.0
Analytics & KPO | Hyderabad +16 other locations,1700.0,FactSet,1700.0,10900.0,235.0,25.0,188.0,26.0
Insurance | Pune +308 other locations,3500.0,Bajaj General Insurance Limited,3500.0,10900.0,143.0,250.0,245.0,9.0
Software Product | Bengaluru +27 other locations,1900.0,Thomson Reuters,1900.0,10900.0,142.0,105.0,229.0,
Internet | Bengaluru +103 other locations,2300.0,Myntra,2300.0,10800.0,370.0,7.0,314.0,44.0
IT Services & Consulting | Bengaluru +46 other locations,2000.0,Microland,2000.0,10800.0,148.0,278.0,161.0,5.0
Healthcare | New Delhi +78 other locations,3200.0,Max Healthcare,3200.0,10700.0,199.0,156.0,287.0,26.0
Internet | Bengaluru +108 other locations,3000.0,Zepto,3000.0,10700.0,475.0,37.0,48.0,15.0
IT Services & Consulting | Chennai +32 other locations,2400.0,Straive,2400.0,10700.0,227.0,98.0,125.0,15.0
IT Services & Consulting | Mumbai +131 other locations,2400.0,3i Infotech,2400.0,10700.0,170.0,75.0,153.0,3.0
BPO | Noida +57 other locations,3700.0,Cogent E Services,3700.0,10600.0,299.0,2.0,225.0,13.0
BPO | Hyderabad +22 other locations,2600.0,IntouchCX,2600.0,10600.0,241.0,166.0,156.0,17.0
IT Services & Consulting | Noida +28 other locations,1900.0,TELUS Digital,1900.0,10600.0,146.0,24.0,44.0,
Software Product | Bengaluru +22 other locations,1400.0,Oracle Financial Services Software,1400.0,10600.0,197.0,,186.0,7.0
Chemicals | Kolkata +372 other locations,4500.0,Berger Paints,4500.0,10600.0,453.0,167.0,286.0,6.0
Insurance | Mumbai +509 other locations,3900.0,Aditya Birla Sun Life Insurance,3900.0,10600.0,189.0,1.0,221.0,23.0
Analytics & KPO | Gurugram +15 other locations,1500.0,Evalueserve,1500.0,10600.0,142.0,76.0,138.0,2.0
IT Services & Consulting | Pune +17 other locations,1300.0,Globant,1300.0,10500.0,207.0,86.0,104.0,9.0
Financial Services | Mumbai +18 other locations,1400.0,Morningstar,1400.0,10500.0,267.0,28.0,127.0,12.0
Insurance | Chennai +337 other locations,2800.0,Star Health & Allied Insurance,2800.0,10500.0,161.0,32.0,173.0,17.0
IT Services & Consulting | Gurugram +13 other locations,1400.0,Incedo,1400.0,10500.0,208.0,58.0,115.0,17.0
Pharma | Ahmedabad +133 other locations,3100.0,Torrent Pharmaceuticals,3100.0,10500.0,174.0,36.0,316.0,3.0
Pharma | Hyderabad +75 other locations,2000.0,Novartis,2000.0,10500.0,171.0,76.0,231.0,16.0
IT Services & Consulting | Bengaluru +17 other locations,1000.0,Tiger Analytics,1000.0,10400.0,257.0,50.0,38.0,116.0
Hardware & Networking | Bengaluru +86 other locations,2200.0,Nokia Networks,2200.0,10400.0,130.0,6.0,14.0,
Building Material | New Delhi +332 other locations,3800.0,JK Cement,3800.0,10400.0,355.0,2.0,272.0,28.0
Marketing & Advertising | Chennai +26 other locations,2000.0,R.R. Donnelley,2000.0,10300.0,130.0,8.0,246.0,1.0
Retail | Bengaluru +9 other locations,989.0,Lowe's,989.0,10300.0,155.0,60.0,129.0,2.0
EdTech | Bengaluru +73 other locations,2300.0,Unacademy,2300.0,10300.0,240.0,17.0,155.0,41.0
Pharma | Mumbai +201 other locations,3500.0,Alkem Laboratories,3500.0,10200.0,203.0,16.0,337.0,2.0
Power | Mundra +131 other locations,2600.0,Adani Power,2600.0,10200.0,331.0,,172.0,10.0
IT Services & Consulting | Hyderabad +17 other locations,1700.0,BA Continuum,1700.0,10200.0,113.0,,291.0,
Metals & Mining | Mumbai +274 other locations,2400.0,Aditya Birla Group,2400.0,10200.0,246.0,7.0,255.0,15.0
BPO | Indore +38 other locations,2500.0,TaskUs,2500.0,10200.0,234.0,266.0,130.0,15.0
Management Consulting | New Delhi +17 other locations,1600.0,Mercer,1600.0,10100.0,98.0,,207.0,
Hospitality | Mumbai +162 other locations,3700.0,Sodexo,3700.0,10100.0,214.0,476.0,373.0,22.0
IT Services & Consulting | Bengaluru +18 other locations,1400.0,Unisys,1400.0,10100.0,81.0,27.0,149.0,
Software Product | Chennai +37 other locations,1200.0,Zoho,1200.0,10100.0,588.0,,102.0,24.0
Auto Components | Chennai +180 other locations,2900.0,Apollo Tyres,2900.0,10100.0,155.0,16.0,324.0,7.0
IT Services & Consulting | Chennai +137 other locations,2200.0,Sify Technologies,2200.0,10100.0,149.0,47.0,159.0,4.0
FinTech | Bengaluru +15 other locations,1200.0,PayPal,1200.0,10100.0,243.0,,122.0,6.0
FMCG | Gurugram +283 other locations,2800.0,Nestlé,2800.0,10100.0,290.0,24.0,322.0,19.0
Hardware & Networking | Chhatrapati Sambhajinagar +100 other locations,2500.0,Sterlite Technologies,2500.0,10100.0,186.0,141.0,213.0,10.0
IT Services & Consulting | Chennai +23 other locations,1100.0,Aspire Systems,1100.0,10000.0,130.0,100.0,86.0,
Analytics & KPO | Bengaluru +34 other locations,1400.0,Indegene,1400.0,10000.0,176.0,22.0,128.0,
Software Product | Bengaluru +7 other locations,1500.0,Oracle Cerner,1500.0,10000.0,172.0,,255.0,1.0
Retail | Bengaluru +186 other locations,3200.0,Titan Company,3200.0,10000.0,212.0,98.0,340.0,16.0
IT Services & Consulting | Chennai +23 other locations,1100.0,Aspire Systems,1100.0,10000.0,130.0,100.0,86.0,
Building Material | Beawar +266 other locations,2900.0,Shree Cement,2900.0,10000.0,238.0,11.0,230.0,15.0
Internet | Bengaluru +134 other locations,2200.0,Meesho,2200.0,10000.0,440.0,49.0,306.0,13.0
Engineering & Construction | Mumbai +133 other locations,2300.0,TCE,2300.0,10000.0,301.0,63.0,173.0,9.0
Management Consulting | Hyderabad +13 other locations,1400.0,Citco,1400.0,9900.0,172.0,85.0,53.0,
Banking | Mumbai +348 other locations,4100.0,DCB Bank,4100.0,9900.0,236.0,11.0,264.0,23.0
Consumer Electronics & Appliances | Mumbai +148 other locations,2700.0,Blue Star,2700.0,9900.0,202.0,63.0,246.0,18.0
Industrial Machinery | Pune +111 other locations,2600.0,JCB,2600.0,9900.0,175.0,,239.0,8.0
Pharma | Bengaluru +155 other locations,2700.0,Micro Labs,2700.0,9900.0,158.0,17.0,212.0,4.0
IT Services & Consulting | Chennai +16 other locations,1200.0,Prodapt,1200.0,9900.0,119.0,72.0,75.0,11.0
FMCG | Kanpur +261 other locations,3400.0,RSPL Group,3400.0,9900.0,267.0,48.0,307.0,8.0
Pharma | Hyderabad +107 other locations,3200.0,MSN Laboratories,3200.0,9800.0,182.0,40.0,166.0,7.0
Financial Services | Mumbai +152 other locations,2500.0,ICICI Securities,2500.0,9800.0,200.0,34.0,195.0,4.0
Auto Components | Pune +63 other locations,3200.0,Varroc Group,3200.0,9800.0,226.0,25.0,238.0,5.0
Pharma | New Delhi +247 other locations,3200.0,Mankind Pharma,3200.0,9800.0,267.0,10.0,260.0,15.0
Automobile | Bengaluru +445 other locations,3100.0,Ola Electric Mobility,3100.0,9700.0,313.0,,84.0,29.0
Hospitality | Noida +270 other locations,4300.0,Jubilant Foods Works,4300.0,9700.0,263.0,351.0,200.0,18.0
IT Services & Consulting | Bengaluru +23 other locations,1500.0,Apexon,1500.0,9700.0,177.0,35.0,43.0,1.0
NBFC | Bengaluru +663 other locations,5900.0,Manappuram Finance,5900.0,9700.0,236.0,20.0,274.0,35.0
Insurance | Noida +44 other locations,1800.0,MetLife,1800.0,9600.0,103.0,89.0,239.0,
Media & Entertainment | New Delhi +152 other locations,3800.0,PVR INOX,3800.0,9600.0,222.0,41.0,255.0,5.0
Financial Services | Mumbai +143 other locations,2100.0,Kotak Securities,2100.0,9600.0,149.0,37.0,156.0,3.0
NBFC | Bengaluru +1124 other locations,13200.0,Muthoot FinCorp,13200.0,9600.0,2400.0,48.0,293.0,103.0
EdTech | Bengaluru +51 other locations,2200.0,upGrad,2200.0,9600.0,218.0,20.0,133.0,18.0
Internet | Gurugram +51 other locations,3000.0,Square Yards,3000.0,9500.0,235.0,84.0,239.0,37.0
Auto Components | Bengaluru +21 other locations,1500.0,Aumovio,1500.0,9500.0,83.0,22.0,135.0,5.0
IT Services & Consulting | Hyderabad +89 other locations,2000.0,NCR Voyix,2000.0,9500.0,143.0,20.0,176.0,
Retail | Bengaluru +175 other locations,2800.0,Landmark Group,2800.0,9500.0,180.0,6.0,271.0,9.0
IT Services & Consulting | Mumbai +17 other locations,1300.0,GEP Worldwide,1300.0,9500.0,158.0,15.0,130.0,12.0
Insurance | Bengaluru +22 other locations,1900.0,First American (India),1900.0,9500.0,100.0,65.0,175.0,7.0
Retail | Mumbai +192 other locations,3300.0,Croma,3300.0,9500.0,195.0,51.0,197.0,9.0
Real Estate | Mumbai +35 other locations,1900.0,Godrej Properties,1900.0,9400.0,136.0,,117.0,10.0
IT Services & Consulting | Pune +13 other locations,1400.0,Tieto,1400.0,9400.0,107.0,23.0,116.0,26.0
Telecom | Mumbai +466 other locations,3800.0,Reliance Communications,3800.0,9400.0,108.0,,381.0,1.0
Logistics | Pune +481 other locations,3800.0,XpressBees,3800.0,9400.0,448.0,7.0,178.0,25.0
Telecom | Gurugram +245 other locations,3000.0,Indus Towers,3000.0,9400.0,233.0,43.0,206.0,11.0
IT Services & Consulting | Bengaluru +15 other locations,1400.0,Slk Software Services,1400.0,9400.0,114.0,191.0,91.0,
EdTech | Noida +145 other locations,2800.0,Physicswallah,2800.0,9300.0,309.0,593.0,57.0,11.0
Defence & Aerospace | New Delhi +364 other locations,6300.0,Indian Army,6300.0,9300.0,213.0,,755.0,13.0
Telecom | Gurugram +13 other locations,1800.0,BT Business,1800.0,9300.0,90.0,,265.0,
Semiconductors | Bengaluru +38 other locations,1200.0,Intel,1200.0,9300.0,242.0,88.0,92.0,8.0
Auto Components | Pune +94 other locations,2900.0,Yazaki,2900.0,9300.0,196.0,26.0,265.0,2.0
Retail | Bengaluru +17 other locations,1500.0,Tesco,1500.0,9300.0,150.0,79.0,194.0,22.0
Logistics | Gurugram +780 other locations,4800.0,Ecom Express,4800.0,9300.0,268.0,,328.0,39.0
IT Services & Consulting | Hyderabad +12 other locations,1000.0,Netcracker Technology,1000.0,9300.0,145.0,,85.0,13.0
IT Services & Consulting | Mumbai +153 other locations,3000.0,CMS IT Services,3000.0,9200.0,161.0,52.0,196.0,7.0
Chemicals | Bharuch +68 other locations,2800.0,SRF,2800.0,9200.0,212.0,18.0,258.0,5.0
Automobile | Hoshiarpur +197 other locations,2700.0,Sonalika Tractors,2700.0,9200.0,178.0,1.0,180.0,4.0
Software Product | Hyderabad +15 other locations,1700.0,HighRadius,1700.0,9200.0,215.0,75.0,87.0,24.0
IT Services & Consulting | Gurugram +52 other locations,1700.0,Orange Business,1700.0,9200.0,120.0,5.0,243.0,1.0
NBFC | Gurugram +139 other locations,4600.0,Home Credit Finance,4600.0,9200.0,153.0,106.0,634.0,6.0
FMCG | New Delhi +322 other locations,3700.0,Dabur,3700.0,9200.0,343.0,37.0,287.0,5.0
Retail | Pune +214 other locations,2200.0,FirstCry,2200.0,9200.0,217.0,6.0,76.0,13.0
BPO | Hyderabad +21 other locations,2600.0,Foundever,2600.0,9100.0,190.0,35.0,208.0,14.0
Building Material | Mumbai +276 other locations,3000.0,ACC,3000.0,9000.0,238.0,13.0,275.0,5.0
IT Services & Consulting | Hyderabad +25 other locations,2400.0,RMSI,2400.0,9000.0,197.0,7.0,190.0,4.0
